,name,text,Label,reviewUrl,reviewerUrl,stars,publishAt,text_tokens
217,Kuliyatul As'ari,masakan khas madura yg enak bersih juga,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXdWFYVXZ3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWuaXUvwE%7CCgwI9sCKkgYQqPDNrwI%7C?hl=id,https://www.google.com/maps/contrib/115711941533718468990?hl=id,5,setahun lalu,masakan khas madura yg enak bersih
218,Munyo Channel,makanya maknyus cuma yang menu keringan terlalu kering susah digigit overall nice,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXcVlyOFFREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWqYr8QQ%7CCgwIndSFkgYQuL3vtQE%7C?hl=id,https://www.google.com/maps/contrib/103356814107919056553?hl=id,4,setahun lalu,maknyus menu kering kering susah gigit overall nice
219,Azhar Datuk,lumayan ehe,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXcWVLQkdBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWqeKBGA%7CCgsItM6FkgYQoPLpNQ%7C?hl=id,https://www.google.com/maps/contrib/114293817833578223858?hl=id,5,setahun lalu,lumayan ehe
220,conk aboed,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXaHNQOHBRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWhsP8pQE%7CCgwI8sjnkQYQwNG22AE%7C?hl=id,https://www.google.com/maps/contrib/103948079376795850837?hl=id,5,setahun lalu,enak
221,Andie 04040505,pelaya bagus pakir luas maka uenak banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNzMlB5anRRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICs2PyjtQE%7CCgwI5unmkQYQ2K2XoAE%7C?hl=id,https://www.google.com/maps/contrib/116156739271739172294?hl=id,5,setahun lalu,pelaya bagus pakir luas uenak banget
222,Muhammad Haikal Ramadhani (OSM13),lokasinya tidak terlalu jauh dari pusat kota bangkalan dan akses menuju ke tempat ini juga mudah tempat parkir kendaraan juga luas begitu juga dengan toilet dan mushollanya yang bersih dan nyaman bagi pecinta nasi campur dan jeroan saya sangat menganjurkan anda untuk singgah kemari bumbu khas yang dihadirkan oleh warung ini menjadi pembeda dari warung warung lain yang mengusung ide yang sama yaitu warung nasi campur jeroan warung nasi amboina selain menyediakan nasi campur juga menyediakan soto dan rawon pilihan menu minuman juga beragam dari minuman dingin hingga minuman hangat untuk masalah harga bisa dibilang terjangkau mengingat satu porsi nasi campurnya menghadirkan beragam macam lauk mulai dari empal daging yang empuk paru sapi goreng yang renyah bihun spesial amboina taburan serundeng dan siraman bumbu rahasia khas amboina saling bersatu padu dengan hangatnya nasi mencadi kesatuan yang harmoni sekaligus mengenyangkan overall saya puas dengan kualitas hidangan dan pelaya pegawainya welldone,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtbjlYdDZ3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDmn9Xt6wE%7CCgwIh-nbkQYQwNeQ5AE%7C?hl=id,https://www.google.com/maps/contrib/113494599074681820380?hl=id,5,setahun lalu,lokasi pusat kota bangkal akses mudah parkir kendara luas toilet mushollanya bersih nyaman cinta nasi campur jeroan anjur singgah kemari bumbu khas hadir warung beda warung warung usung ide warung nasi campur jeroan warung nasi amboina sedia nasi campur sedia soto rawon pilih menu minum agam minum dingin minum hangat harga bilang jangkau porsi nasi campur hadir agam lauk empal daging empuk paru sapi goreng renyah bihun spesial amboina tabur serundeng siram bumbu rahasia khas amboina satu padu hangat nasi mencadi satu harmoni kenyang overall puas kualitas hidang pelaya pegawai welldone
223,Zainul Maarif,delicious,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXd3NfVkV3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWws_VEw%7CCgsI9ZjVkQYQgNOLfg%7C?hl=id,https://www.google.com/maps/contrib/108517938475536451576?hl=id,5,setahun lalu,delicious
226,wahid abdi,mantap nasi rawonnya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXaU1hMjV3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWiMa25wE%7CCgwIzPi3kQYQ-OG74gI%7C?hl=id,https://www.google.com/maps/contrib/106778769687009528618?hl=id,5,setahun lalu,mantap nasi rawon
227,Tasya yasmine,masakan nya enak hrga terjangkau dan tempat parkir nya luas cm nasi nya kurang panas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXNElEdUh3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDW4IDuHw%7CCgwIz7exkQYQ8JLflQI%7C?hl=id,https://www.google.com/maps/contrib/112807887430846767296?hl=id,5,setahun lalu,masakan nya enak hrga jangkau parkir nya luas cm nasi nya panas
228,Imam Hidajat,maka enak khas bangkalan parkirnya luas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXb04zT2lRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDWoN3OiQE%7CCgsIq46xkQYQ8N7WWw%7C?hl=id,https://www.google.com/maps/contrib/106819804950317323324?hl=id,4,setahun lalu,enak khas bangkal parkir luas
230,deky rahman,nasi petis favoritnya top,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5cm8tTVVBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICyro-MUA%7CCgsIwp-bkQYQyLWTfA%7C?hl=id,https://www.google.com/maps/contrib/101259623061482290537?hl=id,5,setahun lalu,nasi petis favorit top
231,Abdul Hafidz,enak banget rasanya mantapp tidak berubah mulai dari dulu tetap nikmat,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXbTc2VlhBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICWm76VXA%7CCgsI8NCXkQYQkM2dLg%7C?hl=id,https://www.google.com/maps/contrib/117711346772909086437?hl=id,5,setahun lalu,enak banget mantapp ubah nikmat
232,Yunia Rochma,mankyussss,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXcTVlNmJREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICWq5e6bQ%7CCgwI1uSVkQYQ-PHgwwM%7C?hl=id,https://www.google.com/maps/contrib/100205817789069288385?hl=id,5,setahun lalu,mankyussss
234,nur diantomo,kalau kesini jangan pas jam makan siang rameeee kalau yg gk suka maka full daging gk usah kesini pasti eneg ,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXc2QzUjZnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICWsd3R6gE%7CCgwIsZ34kAYQ6Pa-1gI%7C?hl=id,https://www.google.com/maps/contrib/112144623661844066071?hl=id,5,setahun lalu,kesini pas jam makan siang rameeee yg gk suka full daging gk kesini eneg
235,Andy Septi,oke lah buat rasanya ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXMGV5bGFBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICW0eylaA%7CCgwIj7P3kAYQ-K-K6gI%7C?hl=id,https://www.google.com/maps/contrib/115759793295617882322?hl=id,4,setahun lalu,oke
236,ar wirawan,numero uno in bangkalan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXenZQdG1RRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICWzvPtmQE%7CCgwIrbbtkAYQ4IzijwE%7C?hl=id,https://www.google.com/maps/contrib/114295417632399546150?hl=id,5,setahun lalu,numero uno bangkal
237,Irvan Hasbi,enak nasi campur nya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXeXRPWGJnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICWytOXbg%7CCgwIkYrZkAYQ6I7zxQE%7C?hl=id,https://www.google.com/maps/contrib/108933633094161042701?hl=id,5,setahun lalu,enak nasi campur nya
240,Pak Uun Sidoarjo,amazing rasa khas amboina,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXa09LOVl3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICWkOK9Yw%7CCgwIuu6tkAYQ4OGs1wM%7C?hl=id,https://www.google.com/maps/contrib/109793249987960318874?hl=id,5,setahun lalu,amazing khas amboina
241,Fitri Komala,warungnya luas makanya macem macem cocok sama selera orang madura tapi mungkin buat orang jawa kurang pas soalnya kuahnya asin banget untuk ukuran lidah jawa buat yang suka gajih rawon di warung gang amboina pas banget karena memang banyak gajihnya nasi dagingnya pas gak keasi cuma porsinya memang besar oiya bungkus rawon ga bisa tanpa nasi yaa kecuali kalo mau bungkus soto daging bisa tuh tanpa nasi,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtMy1lWkpnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDm3-eZJg%7CCgwIw7OmkAYQ-LDfkwM%7C?hl=id,https://www.google.com/maps/contrib/109867885644648617076?hl=id,5,setahun lalu,warung luas macem macem cocok selera orang madura orang jawa pas kuah asin banget ukur lidah jawa suka gajih rawon warung gang amboina pas banget gajih nasi daging pas gak asi porsi oiya bungkus rawon ga nasi yaa kecuali kalo bungkus soto daging tuh nasi
242,Hasun Abusiri,terbaik,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtci1QclV3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDmr-PrUw%7CCgsIhpOjkAYQ2Oe2Lg%7C?hl=id,https://www.google.com/maps/contrib/114536316461856695640?hl=id,4,setahun lalu,baik
243,Herdian Winarno,cheap but delicious,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtNjllZWtBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDm69eekAE%7CCgwIvvuQkAYQ8MyI8QI%7C?hl=id,https://www.google.com/maps/contrib/109683749064708617045?hl=id,4,setahun lalu,cheap delicious
244,djarot herdiman,warung nasi campur khas bangkalan madura yg legend banget walaupun lokasi di gang tapi yang kesini dari pagi udah penuh aja yang mau sarapan nasi campur plus paru goreng dan sambelnya enak banget selain nasi campur ada juga rawon soto pelaya cepat untuk parkiran luas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtOC0tVGdBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDm8--TgAE%7CCgsIpq6MkAYQqKf8ZQ%7C?hl=id,https://www.google.com/maps/contrib/110595740842075411130?hl=id,4,setahun lalu,warung nasi campur khas bangkal madura yg legend banget lokasi gang kesini pagi udah penuh aja sarap nasi campur plus paru goreng sambelnya enak banget nasi campur rawon soto pelaya cepat parkir luas
245,Akhmad Zaimi,lokasi emang masuk gang tapi rasa masakannya maknyusss jgn kuatir masuknya hanya m dan mobil bs masuk opsi buat yg bosen dg bebek madura msh ada rawon gule kambing dll,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtODhLaW5nRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDm88KingE%7CCgwI1r6LkAYQ8I_InQI%7C?hl=id,https://www.google.com/maps/contrib/105653667520910765216?hl=id,5,setahun lalu,lokasi emang masuk gang masakan maknyusss jgn kuatir masuk mobil bs masuk opsi yg bosen dg bebek madura msh rawon gule kambing dll
246,Rudi A2,enak nasi campur,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURJMjQ3OVhnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDI2479Xg%7CCgwI5fyHkAYQ6O_KtwI%7C?hl=id,https://www.google.com/maps/contrib/100971740727624030836?hl=id,3,setahun lalu,enak nasi campur
247,Vicky Ajjah,nasi campurnya bangkalan rawonnya enak juga,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtN1k3X2ZREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDm7Y7_fQ%7CCgwIpIT9jwYQ2L7rigM%7C?hl=id,https://www.google.com/maps/contrib/106024663726315073439?hl=id,5,setahun lalu,nasi campur bangkal rawon enak
250,MARIATUL KIPTIYAH,enak pakek banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtMGJPcXJnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDm0bOqrgE%7CCgwIgNLgjwYQ8IzyuQI%7C?hl=id,https://www.google.com/maps/contrib/106755791861092093044?hl=id,4,setahun lalu,enak pakek banget
251,opan ang,sumpah uenak lahan parkir luas parkir mobil aman masakan enak harga tidak mahal nikmat pol mantap,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtanVDNHZ3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDmjuC4vwE%7CCgwI8-LOjwYQ6O-l8AE%7C?hl=id,https://www.google.com/maps/contrib/101196623661753481435?hl=id,5,setahun lalu,sumpah uenak lahan parkir luas parkir mobil aman masakan enak harga mahal nikmat pol mantap
253,Tri Hudowo,maka nya enak nasi campur,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtcE1pWDVBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDmpMiX5AE%7CCgwI0uqejwYQkPmW3QI%7C?hl=id,https://www.google.com/maps/contrib/101162491739053118726?hl=id,5,setahun lalu,nya enak nasi campur
256,Dwi Mahendra Agusta,enak nasi campur khas bangkalan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtc1BTbUlnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDmsPSmIg%7CCgsIjpeQjwYQkIimCQ%7C?hl=id,https://www.google.com/maps/contrib/116978844213156735455?hl=id,5,setahun lalu,enak nasi campur khas bangkal
259,sunarto lanang,makanya wenak bingith dan menggoda parkiran luas rekomended bangeth loh,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtNjZMSDVnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICm66LH5gE%7CCgsI_rfujgYQ2PXhLA%7C?hl=id,https://www.google.com/maps/contrib/111261630915363779440?hl=id,5,setahun lalu,wenak bingith goda parkir luas rekomended bangeth loh
260,Birin Sudrajad,warung sederhana dengan rasa bintang lima parkir luas dan nyaman,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtNDdlNnlBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICm47e6yAE%7CCgwI-87kjgYQ0OKF_QE%7C?hl=id,https://www.google.com/maps/contrib/117612004477451720477?hl=id,5,setahun lalu,warung sederhana bintang parkir luas nyaman
261,Fuad hendra saputra,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtLVlHWGtBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICm-YGXkAE%7CCgsIrvDLjgYQuITkQg%7C?hl=id,https://www.google.com/maps/contrib/116633194648640603340?hl=id,5,setahun lalu,enak
262,Awan prasetyo,yg suka kuliner dan sekalian jalan ke bangkalan rasa enak parkir mobil cukup luas lokasi di dalam kota bangkalan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtcWRxdlFREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICmqdqvQQ%7CCgwIs_vEjgYQ6NbJyAI%7C?hl=id,https://www.google.com/maps/contrib/115116583863872970820?hl=id,5,setahun lalu,yg suka kuliner jalan bangkal enak parkir mobil luas lokasi kota bangkal
268,budi wijaya,nasi pettes nya the best,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtMUt2ZU9REAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICm1KveOQ%7CCgwI2Jz-jQYQ4LzniAE%7C?hl=id,https://www.google.com/maps/contrib/105432502837597145138?hl=id,5,setahun lalu,nasi pettes nya best
269,yayanm 1k,rasa enak pelaya cepat,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtLU4tX3N3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICm-N-_swE%7CCgwIhuz2jQYQ2MGdgAE%7C?hl=id,https://www.google.com/maps/contrib/110895435974343395071?hl=id,4,setahun lalu,enak pelaya cepat
270,ajuz raharjo,suka sekali dan agak nyesel baru nemu maka enak selain bebek di bangkalan pesen nasi keringan dan nasi campur sama sama enak dan kenyang daging dan parunya bisa empuk dan kering gitu pas rasanya gak keasi apalagi sambal maduranya enak tempat luas parkir luas maka enak dapurnya bersih dan nyaman toilet juga bersih top wes,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtLUpuLXZRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICm-Jn-vQE%7CCgwIt6n2jQYQoOvcvwM%7C?hl=id,https://www.google.com/maps/contrib/117105158600004423419?hl=id,5,setahun lalu,suka nyesel nemu enak bebek bangkal sen nasi kering nasi campur enak kenyang daging paru empuk kering gitu pas gak asi sambal maduranya enak luas parkir luas enak dapur bersih nyaman toilet bersih top wes
273,Siau Mey,makan enak harga murah ya disini tempatnya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHcjZIN2NBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDGr6H7cA%7CCgwIo6bdjQYQgOa2sAI%7C?hl=id,https://www.google.com/maps/contrib/112743335984920717885?hl=id,5,setahun lalu,makan enak harga murah ya tempat
274,D W,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHbDdQUG9RRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDGl7PPoQE%7CCgwI4rTWjQYQ4JSSjQE%7C?hl=id,https://www.google.com/maps/contrib/105413124097976600078?hl=id,5,setahun lalu,enak
276,Minto Saja,enak menunya banyak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHNjg3aXlRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDG687iyQE%7CCgwIyMvKjQYQ-JDMjwM%7C?hl=id,https://www.google.com/maps/contrib/115213202575573014898?hl=id,4,setahun lalu,enak menu
277,Adiriyanto S,enak makanya khas madura,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHOF83bUd3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDG8_7mGw%7CCgwI-LfGjQYQyKCZpgE%7C?hl=id,https://www.google.com/maps/contrib/108099412136886412059?hl=id,5,setahun lalu,enak khas madura
278,Adiriyanto S,enak te,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHcmMzOGd3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDGrc38gwE%7CCgwI3NC3jQYQiPDgxAE%7C?hl=id,https://www.google.com/maps/contrib/103719433225395958060?hl=id,5,setahun lalu,enak te
279,ANto tse,tempatnya tidak instagramable tapi makanya enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHamJIUll3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDGjbHRYw%7CCgwIvsG0jQYQuPSriwI%7C?hl=id,https://www.google.com/maps/contrib/103022624245191708629?hl=id,4,setahun lalu,tempat instagramable enak
282,Moch Lutfi,masakan lumayan enak dan juga banyak menu pilihan parkir agak enak pelaya juga bagus harga lumayan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHeHE3VEZREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDGxq7TFQ%7CCgwI-pmCjQYQ6MCg5gI%7C?hl=id,https://www.google.com/maps/contrib/109207552666641206642?hl=id,4,setahun lalu,masakan lumayan enak menu pilih parkir enak pelaya bagus harga lumayan
286,Reza Allatif,warungnya ramai pelayanya juga baik tapi untuk makanya rasanya lumayan enak khas madura bumbunya untuk harganya juga terjangkau tapi yang disayangkan sekali harganya dipukul rata sama meski memilih lauknya dihilangkan satu saran jika ada orang pesan maka kemudian salah satu lauknya tidak mau mending ditambahin lagi lauknya diperbanyak terus harganya samain atau tidak ditambah lauknya harganya dimurahin bukan soal harga tapi soal kepuasan pelanggan nomor ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHc3RXMUV3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDGstW1Ew%7CCgwIhunzjAYQyJW6sgM%7C?hl=id,https://www.google.com/maps/contrib/115761181946970792189?hl=id,3,setahun lalu,warung ramai pelayanya lumayan enak khas madura bumbu harga jangkau sayang harga pukul pilih lauk hilang saran orang pesan salah lauk mending ditambahin lauk banyak harga samain tambah lauk harga dimurahin harga puas langgan nomor
287,Xtina Ghozali,uwenakk,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHM0szN2RREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDG3K37dQ%7CCgwI2I_pjAYQ-JecvQI%7C?hl=id,https://www.google.com/maps/contrib/108282222975528818750?hl=id,5,setahun lalu,uwenakk
289,Finas Kianada,maka yg lezat tempat yg bersih dan parkir yg luas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHa01qMzR3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDGkMj34wE%7CCgwIwuXJjAYQqIKijwM%7C?hl=id,https://www.google.com/maps/contrib/104740145030422031618?hl=id,5,setahun lalu,yg lezat yg bersih parkir yg luas
293,Zainullah Achmad,soto babat y mantab,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHbDRyNExBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGl4r4LA%7CCgwIhcO2jAYQiNDt2QM%7C?hl=id,https://www.google.com/maps/contrib/102010247362419602737?hl=id,5,setahun lalu,soto babat mantab
299,Lukman Aldiansyah,makanya enak tapi untuk minumnya engga banget karena ga pake gula asli,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHcGYtbEVREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGpf-lEQ%7CCgwInNSPjAYQoPSEjgE%7C?hl=id,https://www.google.com/maps/contrib/101999298343055607154?hl=id,3,setahun lalu,enak minum engga banget ga pake gula asli
300,R A AL-FIRDAUS,enak memuaskan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHdWF1VzJRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGuauW2QE%7CCgwIoLGKjAYQgM-o1gE%7C?hl=id,https://www.google.com/maps/contrib/115004507765139710837?hl=id,1,setahun lalu,enak muas
302,RG ACTIVITIES,murah enak parkir luas nasi campur nasi keringan nasi rawon nasi gule bisa bawa pulang harga lebih mahal dikit,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHNGM2U0dnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICG4c6SGg%7CCgsIjNH8iwYQsJXVJQ%7C?hl=id,https://www.google.com/maps/contrib/105672494410944522012?hl=id,4,setahun lalu,murah enak parkir luas nasi campur nasi kering nasi rawon nasi gule bawa pulang harga mahal dikit
